Age,Weight (kg),Height (m),BMI,Fat_Percentage,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Water_Intake (liters),Workout_Frequency (days/week),Gender,Workout_Type,Experience_Level,Calories_Burned,Cluster,PCA1,PCA2
48,62.0,1.53,26.5,43.6,175,149.0,73,0.93,1.34,1,Female,Cardio,Beginner,304.0,0,-0.1831941068092838,0.35663230526254813
40,96.1,1.84,28.4,32.5,175,135.0,81,0.7,1.3,3,Male,Yoga,Beginner,255.0,0,-0.737144910933326,0.003985662851812281
57,51.1,1.71,17.5,12.9,166,156.0,73,0.63,1.54,3,Female,HIIT,Beginner,236.0,0,-0.8261626020820063,-0.0409417319406876
38,86.5,1.88,24.5,18.9,194,177.0,76,0.39,0.63,3,Male,HIIT,Beginner,270.0,0,-2.4335785764896527,2.2285925076010016
48,80.8,1.75,26.4,19.1,182,176.0,73,0.38,0.82,1,Female,HIIT,Beginner,223.0,0,-2.517732821445416,1.8696372974818387
55,63.3,1.57,25.6,24.9,165,153.0,71,0.57,1.32,4,Male,HIIT,Advanced,361.0,1,-0.6986556012848308,-0.5854311554982881
37,84.1,1.72,28.5,27.3,179,155.0,72,0.73,1.14,3,Male,Cardio,Beginner,452.0,0,-0.24521747362207547,0.5899762394098946
30,63.0,1.64,23.4,29.2,178,143.0,84,0.95,1.21,1,Female,Strength,Beginner,248.0,0,-0.5155678815859188,0.7678699472500028
59,77.4,1.76,25.0,25.1,172,147.0,80,0.68,1.02,5,Male,Strength,Advanced,326.0,1,-0.991050290058226,-0.4120078922111173
27,91.7,1.77,29.3,32.1,187,157.0,76,0.73,1.57,3,Male,Cardio,Intermediate,565.0,2,0.8411572692144625,1.2268656972209369
19,50.4,1.7,17.5,20.8,180,135.0,80,1.13,1.56,5,Female,Yoga,Intermediate,217.0,1,0.3515211072117972,-0.8744487852179221
42,85.4,1.78,27.0,17.3,179,134.0,62,0.53,0.76,4,Male,Strength,Intermediate,264.0,1,-1.8454528491126498,-1.3374569340165792
60,59.6,1.59,23.5,25.4,170,157.0,59,0.63,1.42,4,Female,HIIT,Advanced,321.0,1,-0.6562047784981642,-1.022559710117838
21,60.5,1.68,21.3,22.4,200,139.0,69,0.66,0.88,3,Male,Yoga,Intermediate,166.0,0,-1.6782511881206392,0.20472665142406296
54,75.3,1.7,26.1,35.9,170,137.0,71,0.69,0.87,3,Female,Strength,Intermediate,315.0,1,-1.3352419938022717,-1.0091395667660243
53,84.9,1.7,29.5,31.6,169,129.0,70,1.42,1.43,5,Female,Yoga,Intermediate,455.0,1,1.6267598324603276,-2.108323757465812
57,74.4,1.61,28.7,28.5,183,140.0,61,1.22,1.41,3,Female,Strength,Intermediate,524.0,2,1.4438683367610394,-0.9189902511533202
36,64.3,1.63,24.3,28.5,183,131.0,81,0.82,1.31,3,Female,Yoga,Beginner,163.0,0,-0.859241195497844,-0.057428724450981856
28,74.4,1.63,28.1,33.2,193,165.0,84,1.07,1.94,4,Female,Strength,Intermediate,479.0,2,1.6947948472394803,1.6708161408238187
40,79.0,1.68,28.1,29.3,176,137.0,82,0.86,1.21,1,Female,Strength,Beginner,283.0,0,-0.5607146975535011,0.44717176346562576
24,70.7,1.7,24.5,26.0,196,146.0,74,1.06,1.38,4,Male,Strength,Advanced,474.0,2,1.0314538014269519,0.457017803882975
54,61.1,1.66,22.2,12.9,161,136.0,76,0.25,0.94,2,Male,Cardio,Beginner,90.0,0,-2.9248983379182323,-0.5550730819640549
46,68.4,1.75,22.4,20.4,173,142.0,69,0.46,1.17,2,Female,Strength,Beginner,174.0,0,-1.887785817013116,-0.2805132783708259
38,84.4,1.74,28.0,20.2,173,114.0,75,0.71,0.65,1,Male,Yoga,Beginner,170.0,1,-1.948172718597727,-0.9890866183899611
40,71.9,1.71,24.6,23.9,176,169.0,80,0.66,1.32,5,Male,HIIT,Advanced,500.0,0,-0.008580365443592444,0.8538000200698329
48,69.5,1.83,20.8,16.5,183,159.0,72,0.47,0.94,3,Male,Cardio,Beginner,200.0,0,-2.0263785569703288,0.784709483032557
40,55.2,1.73,18.4,23.4,176,160.0,68,1.12,1.61,4,Female,Cardio,Intermediate,457.0,2,1.1703122181403431,-0.27182068614118715
54,87.5,1.77,28.0,21.6,176,157.0,74,0.65,1.28,5,Male,Cardio,Advanced,442.0,0,-0.2480006513287194,0.008162318927699926
57,65.8,1.7,22.7,28.2,179,158.0,81,0.95,1.41,1,Female,Cardio,Beginner,346.0,0,0.09470547850997557,1.356734995512432
58,69.4,1.63,26.1,18.6,168,122.0,66,1.03,1.06,4,Female,Yoga,Intermediate,272.0,1,-0.4173514802049845,-2.4089638097909596
44,77.2,1.62,29.5,38.4,184,149.0,73,1.02,1.46,1,Female,Strength,Beginner,386.0,2,0.5375830724552723,0.7995915786303047
49,64.2,1.8,19.8,16.4,178,150.0,71,0.46,0.57,3,Male,Cardio,Beginner,180.0,0,-2.6699717059559256,0.08111597952437868
31,73.7,1.73,24.6,42.1,187,142.0,71,0.98,0.94,5,Female,Strength,Intermediate,404.0,1,-0.20527433766215808,-0.6244294417081945
19,66.2,1.66,24.2,36.2,199,167.0,74,0.29,0.95,6,Female,Cardio,Advanced,185.0,0,-2.4897110058685987,0.9937272811965461
35,80.4,1.75,26.2,19.9,196,166.0,70,0.81,1.21,3,Male,Cardio,Beginner,485.0,0,0.19402600278168125,1.6277556249358187
55,78.7,1.63,29.5,19.4,166,158.0,77,0.45,1.57,3,Female,HIIT,Intermediate,263.0,0,-1.086909199437144,0.1974852626817382
23,58.1,1.72,19.7,13.1,185,163.0,75,0.66,1.85,3,Male,HIIT,Beginner,302.0,0,0.12598348376539892,1.3546175975864683
41,70.8,1.62,27.0,22.7,172,126.0,85,1.19,1.19,5,Female,Yoga,Intermediate,293.0,1,0.18911964756111865,-1.3234409176680737
26,89.9,1.77,28.7,26.7,196,184.0,73,0.7,2.0,4,Male,HIIT,Intermediate,681.0,2,1.8011493354490091,2.4796844163436624
36,72.4,1.73,24.1,28.6,191,152.0,70,1.09,1.81,5,Female,Strength,Intermediate,477.0,2,1.5985599133840918,0.05404068750493062
24,63.4,1.62,24.3,35.3,187,184.0,74,0.61,1.13,3,Female,HIIT,Intermediate,366.0,0,-1.036443119653642,1.8285708715942541
49,83.6,1.78,26.4,14.2,159,115.0,72,1.38,0.83,2,Male,Yoga,Beginner,361.0,1,0.3883252535426805,-2.186094303018168
52,65.0,1.58,26.1,29.2,167,152.0,60,0.25,0.9,5,Female,HIIT,Intermediate,139.0,1,-2.9239263396110493,-1.505423157484329
50,77.5,1.69,27.0,20.2,177,112.0,69,1.39,1.49,5,Male,Yoga,Intermediate,360.0,1,1.5266438754105853,-2.443251998394519
48,78.9,1.71,26.9,38.9,174,167.0,69,0.83,1.73,4,Female,HIIT,Intermediate,616.0,2,1.2821014849396346,0.36305669080074837
28,62.9,1.73,21.1,28.1,189,120.0,65,0.95,1.07,2,Female,Yoga,Beginner,157.0,1,-0.8851921755898329,-1.0168469708331647
40,83.6,1.71,28.6,25.4,176,155.0,70,0.99,1.34,5,Male,Cardio,Intermediate,643.0,2,1.3058118628805713,-0.2586621175697255
22,97.7,1.83,29.2,30.8,199,188.0,58,0.45,0.93,5,Male,HIIT,Intermediate,435.0,0,-1.2407817135509962,1.3934552367966422
34,67.0,1.62,25.5,27.9,187,140.0,72,1.16,1.83,2,Female,Strength,Beginner,367.0,2,1.3885428931575117,0.27061420216152704
39,55.9,1.71,19.1,12.5,185,151.0,76,0.59,0.93,2,Male,Strength,Beginner,143.0,0,-1.9648956432221836,0.8682482757351373
46,66.2,1.65,24.4,9.1,177,173.0,71,0.81,1.5,4,Female,HIIT,Intermediate,469.0,2,0.3365302155684195,0.6359737959234699
22,68.1,1.63,25.5,34.4,196,135.0,68,0.97,0.76,5,Female,Yoga,Intermediate,326.0,1,-0.7098746391569742,-0.7750642974124716
52,54.9,1.64,20.5,26.1,175,112.0,74,1.32,1.45,3,Female,Yoga,Beginner,205.0,1,0.6166373602953115,-1.7874531526575095
37,73.4,1.77,23.4,32.1,176,144.0,63,1.19,1.6,5,Male,Cardio,Advanced,716.0,2,2.4601689268686613,-1.1076020172652954
55,50.5,1.61,19.4,21.6,173,156.0,71,0.45,1.27,4,Female,HIIT,Intermediate,208.0,0,-1.6881275273719027,-0.2509104977396418
40,70.7,1.62,27.1,27.3,186,177.0,71,0.72,1.27,3,Female,HIIT,Intermediate,499.0,0,-0.07280086339765074,1.4519156530822668
41,72.3,1.69,25.4,21.0,188,148.0,65,0.9,1.29,3,Male,Strength,Intermediate,401.0,1,0.2264342511595287,-0.032638229341803576
47,56.6,1.75,18.5,8.0,178,139.0,72,0.64,1.71,3,Male,Cardio,Intermediate,279.0,1,-0.1567452681799877,-0.27844760841119226
53,77.8,1.73,26.1,26.5,165,141.0,72,0.72,1.21,5,Male,Cardio,Intermediate,419.0,1,-0.28914219951710535,-1.2311880330494713
24,76.8,1.77,24.6,17.7,185,177.0,67,0.48,0.97,4,Male,HIIT,Advanced,413.0,0,-1.2259710921562363,1.0136991794224828
39,66.2,1.57,26.8,37.7,178,147.0,85,1.12,1.76,4,Female,Strength,Intermediate,425.0,2,1.3274962908904906,0.2639574283664644
19,69.6,1.73,23.3,18.6,195,131.0,70,0.83,0.58,3,Male,Yoga,Intermediate,220.0,0,-1.5667470906512986,-0.3842702614311978
38,61.7,1.68,21.8,23.0,181,141.0,69,0.93,1.71,5,Female,Strength,Intermediate,324.0,1,0.5399202218190216,-0.9231833634019933
52,68.7,1.77,21.9,14.0,164,109.0,68,1.01,1.42,5,Male,Yoga,Intermediate,240.0,1,0.11935389245482933,-3.0524683413898774
55,67.9,1.73,22.8,24.6,162,130.0,69,0.86,1.45,1,Male,Strength,Beginner,284.0,1,-0.11002212780820927,-1.015554696516368
30,75.2,1.74,24.9,14.2,172,163.0,75,0.62,0.45,5,Male,HIIT,Intermediate,495.0,0,-1.4362946560558563,0.058752626209697255
34,64.0,1.59,25.4,19.0,162,142.0,67,0.59,1.04,3,Female,Cardio,Intermediate,198.0,1,-1.7773661927381788,-1.4115780517551058
41,62.8,1.62,24.1,21.4,179,143.0,64,1.19,1.37,4,Female,Strength,Advanced,487.0,1,1.1674804141416693,-1.1083538763452931
35,58.9,1.59,23.2,29.6,200,187.0,68,0.38,1.21,4,Male,HIIT,Intermediate,229.0,0,-1.7315044302163023,2.062361618535631
25,55.3,1.53,23.5,26.8,203,137.0,65,0.51,1.03,4,Female,Yoga,Intermediate,142.0,0,-1.9323497878878597,-0.14994458394262367
31,105.1,1.75,34.3,29.3,179,165.0,57,0.43,1.1,6,Male,HIIT,Advanced,479.0,1,-0.8459753655724331,-0.5655885464150483
35,62.9,1.7,21.9,25.6,184,149.0,68,1.06,1.42,5,Male,Cardio,Intermediate,509.0,2,1.1496899453595222,-0.4231784912655685
40,74.5,1.81,22.7,18.8,170,142.0,80,0.69,1.5,3,Male,Strength,Beginner,267.0,0,-0.46363412638085966,0.05524116842474958
57,97.4,1.64,36.0,48.0,160,140.0,76,1.26,1.91,2,Female,Cardio,Beginner,645.0,2,2.6070360719286105,-0.4403860218254549
41,73.3,1.67,26.4,33.5,171,153.0,84,1.13,2.26,3,Female,Cardio,Beginner,557.0,2,2.5389489053839798,0.8156572531793298
34,45.2,1.52,19.6,19.2,183,166.0,79,0.6,1.33,2,Female,HIIT,Beginner,168.0,0,-1.429705556761225,1.5359388199364397
46,85.0,1.74,28.0,24.0,175,174.0,74,0.71,1.56,3,Male,HIIT,Intermediate,603.0,2,0.7941673874163047,1.2833349165235184
51,64.8,1.74,21.3,10.8,174,169.0,82,0.69,1.29,5,Male,HIIT,Intermediate,411.0,0,-0.34282729668316175,0.7938090389564725
36,60.5,1.46,28.3,27.9,187,125.0,70,1.1,1.6,5,Female,Yoga,Intermediate,203.0,1,0.38411713667085107,-1.481586573654335
39,72.4,1.74,24.0,9.6,178,163.0,75,0.82,1.75,1,Male,HIIT,Beginner,485.0,2,0.9375914856520204,1.5616887358564053
27,53.5,1.52,23.1,34.7,189,183.0,71,0.38,1.29,4,Female,HIIT,Intermediate,175.0,0,-1.9605670083369329,1.4786038676981847
55,87.3,1.68,30.9,42.0,162,138.0,84,0.84,1.47,2,Female,Cardio,Beginner,360.0,1,0.006698981838233864,-0.08833533893138504
55,74.6,1.66,27.0,24.9,161,150.0,68,1.13,1.79,4,Male,Cardio,Advanced,672.0,2,2.3462085911654924,-1.001446625290062
25,81.7,1.69,28.5,26.9,180,166.0,71,0.28,0.93,1,Female,HIIT,Beginner,115.0,0,-2.927054479132804,1.274223248566535
32,87.9,1.82,26.5,27.5,190,138.0,74,0.92,1.47,3,Female,Yoga,Intermediate,311.0,1,0.14344745158120614,0.025414998873642153
29,75.8,1.81,23.1,21.2,185,156.0,70,0.25,0.93,2,Male,Cardio,Beginner,110.0,0,-2.8234617624006235,0.9310003593384415
57,75.8,1.67,27.1,39.4,156,136.0,74,0.89,1.39,3,Female,Strength,Intermediate,278.0,1,-0.3257427089336013,-1.565333733518382
20,68.0,1.52,29.4,48.0,193,177.0,73,0.87,1.21,5,Female,HIIT,Intermediate,550.0,2,0.3909435983565148,1.354214987426702
26,68.9,1.65,25.3,14.1,181,154.0,70,0.94,1.76,4,Male,Cardio,Intermediate,503.0,2,1.3436785967677518,0.11928850732736004
31,82.8,1.62,31.6,32.5,198,161.0,78,1.14,1.27,3,Female,Strength,Beginner,505.0,2,0.9724976046092377,1.6909827830719955
42,81.7,1.71,28.0,9.9,175,118.0,59,1.28,1.4,6,Male,Yoga,Advanced,448.0,1,1.4755459775056254,-2.9688785180942134
28,63.5,1.58,25.6,25.2,193,186.0,72,0.93,1.74,3,Female,HIIT,Intermediate,589.0,2,1.415473393440131,2.197173034014102
41,72.4,1.68,25.8,29.1,187,156.0,68,1.13,1.45,4,Female,Cardio,Intermediate,547.0,2,1.3519405422232966,0.11516499746693021
50,60.3,1.54,25.3,26.8,167,125.0,85,1.18,1.41,7,Female,Yoga,Advanced,285.0,1,0.4795288927319506,-2.024972568774484
53,58.7,1.71,20.0,17.5,172,143.0,69,0.62,1.58,7,Male,Strength,Advanced,283.0,1,-0.3827708796135399,-1.5049563801865626
22,63.0,1.61,24.5,29.8,196,127.0,71,1.27,1.31,2,Female,Yoga,Beginner,222.0,1,0.3984276725690741,-0.22440830585215116
23,97.5,1.95,25.6,20.2,192,165.0,66,0.5,1.19,1,Male,Cardio,Beginner,336.0,0,-1.0708832751793853,1.6994593669598426
22,72.8,1.77,23.2,25.1,195,155.0,82,0.87,1.91,1,Male,Strength,Beginner,386.0,2,1.0339001306913043,2.2813386100512303
57,90.5,1.86,26.1,19.3,159,131.0,72,0.95,1.63,1,Male,Strength,Beginner,393.0,1,0.7339188165000399,-0.851404776966032
46,75.7,1.74,24.9,20.6,180,153.0,66,0.81,1.24,4,Female,Cardio,Intermediate,439.0,1,-0.0652919305954259,-0.3465987772694263
40,87.5,1.78,27.7,23.8,177,117.0,70,0.66,0.95,5,Male,Yoga,Advanced,202.0,1,-1.4360051334043682,-2.0060754763484048
52,77.2,1.68,27.3,20.1,175,149.0,72,0.59,1.23,4,Male,Cardio,Advanced,351.0,1,-0.7638533512660225,-0.2876514966172507
43,67.2,1.62,25.4,21.4,185,159.0,75,0.98,1.97,3,Female,Cardio,Intermediate,471.0,2,1.5061502044806705,0.8859268674866472
28,53.1,1.65,19.6,18.4,193,151.0,71,0.76,1.51,5,Male,Strength,Intermediate,198.0,0,-0.46270767735803664,0.10625516000857196
39,109.6,1.86,31.6,21.5,183,180.0,69,0.49,0.41,6,Male,HIIT,Advanced,611.0,0,-1.3355381688114618,0.7893660940424159
48,75.5,1.76,24.3,23.5,179,173.0,69,0.73,1.25,5,Male,HIIT,Advanced,621.0,2,0.4890000525771474,0.5936665984310051
19,59.9,1.56,24.5,18.2,199,137.0,76,1.51,1.56,3,Male,Yoga,Beginner,346.0,2,1.8308600956552854,0.42652291746970034
44,61.5,1.62,23.5,26.4,188,157.0,73,1.16,1.59,3,Female,Cardio,Intermediate,478.0,2,1.3623076004305044,0.6305828297618128
39,74.0,1.8,22.9,27.9,181,140.0,74,0.8,0.33,5,Male,Strength,Advanced,358.0,1,-1.5861938337797084,-0.8092921160204837
20,92.1,1.73,30.7,25.5,195,176.0,75,0.7,1.08,2,Male,Cardio,Beginner,516.0,0,-0.1825224591997597,2.544708669304949
29,79.9,1.63,30.1,38.7,194,145.0,66,1.31,1.82,4,Female,Strength,Intermediate,590.0,2,2.538073726565278,-0.10597590110079091
37,68.3,1.61,26.5,35.3,179,121.0,67,1.15,1.16,6,Female,Yoga,Advanced,322.0,1,0.259827234691356,-2.411780936851502
32,62.1,1.6,24.4,39.7,176,168.0,72,0.6,1.03,7,Female,HIIT,Advanced,394.0,0,-1.0497127876739674,-0.28584963856878676
30,69.2,1.6,27.2,28.8,190,143.0,57,1.26,1.78,5,Female,Strength,Advanced,533.0,2,2.178616134230748,-1.1531408674432628
45,59.9,1.55,25.1,38.9,175,130.0,57,1.07,1.63,4,Female,Strength,Advanced,387.0,1,0.980656427483155,-2.1252504011566464
35,71.7,1.73,24.1,8.9,175,122.0,80,0.95,1.01,3,Male,Yoga,Beginner,204.0,1,-0.7792965085617867,-0.8334559974735554
39,77.2,1.72,26.1,22.9,184,147.0,84,1.21,2.05,3,Female,Strength,Beginner,514.0,2,2.321721926053451,1.0103317812479535
52,60.5,1.62,23.1,33.0,182,150.0,63,1.24,1.97,4,Female,Cardio,Intermediate,549.0,2,2.3881649024989273,-0.5710428858316791
22,80.9,1.77,25.8,17.4,181,150.0,71,0.74,0.97,5,Male,Strength,Intermediate,422.0,1,-0.5565829721491832,-0.3119010368406399
33,78.8,1.75,25.6,20.7,192,162.0,68,0.98,1.34,5,Male,Cardio,Intermediate,623.0,2,1.2639801738532714,0.5774171020846167
21,73.0,1.64,27.1,25.3,175,147.0,69,0.6,1.07,4,Male,Cardio,Intermediate,386.0,1,-0.857825655039365,-0.49023253937497324
57,58.9,1.62,22.4,34.7,166,144.0,73,0.3,1.02,4,Female,Cardio,Intermediate,114.0,0,-2.7199019755367684,-0.9437169019751765
25,70.5,1.6,27.5,31.3,203,159.0,63,1.14,1.43,4,Female,Strength,Intermediate,511.0,2,1.2830283534130378,0.5996958168790035
53,57.5,1.64,21.4,26.6,169,157.0,68,0.43,1.16,1,Female,HIIT,Beginner,163.0,0,-2.0966735998019037,0.28424384321096724
26,72.5,1.79,22.6,27.3,190,155.0,73,0.89,1.38,3,Male,Strength,Beginner,352.0,0,0.14512891288733415,0.953575738211748
31,60.5,1.63,22.8,17.3,191,145.0,74,0.58,1.5,1,Male,Strength,Beginner,207.0,0,-0.8346508521393176,1.21610153188621
44,48.7,1.53,20.7,13.2,165,120.0,68,0.86,1.15,2,Male,Yoga,Beginner,108.0,1,-1.1487058631411056,-1.7935910366861585
53,77.5,1.64,28.7,36.1,172,162.0,73,0.67,1.2,4,Female,HIIT,Advanced,509.0,0,-0.23802980740400492,0.15453875266038924
25,54.8,1.61,21.1,25.8,191,149.0,68,0.64,1.25,4,Female,Strength,Intermediate,234.0,0,-1.0964768716585078,-0.004746733769067132
27,54.7,1.57,22.1,24.0,202,167.0,72,0.48,1.16,1,Female,Cardio,Beginner,170.0,0,-1.844881268997664,2.2930015404527113
55,70.3,1.54,29.6,33.0,161,109.0,72,0.74,0.86,3,Female,Yoga,Intermediate,129.0,1,-1.8585670019598646,-2.6363199507605173
31,61.1,1.64,22.6,38.5,183,148.0,70,0.98,1.33,4,Female,Cardio,Intermediate,389.0,1,0.2802641719264251,-0.33862863010624006
27,71.8,1.73,24.1,25.5,182,154.0,79,0.92,1.68,1,Female,Cardio,Beginner,318.0,2,0.37192039255927994,1.275170642835329
49,61.9,1.72,21.0,10.9,167,119.0,69,0.77,0.99,3,Male,Yoga,Beginner,147.0,1,-1.418455012785713,-1.840539388519023
21,82.7,1.72,28.0,28.7,201,150.0,66,0.83,0.9,2,Male,Strength,Beginner,411.0,0,-0.41874165262671986,1.0900054971988442
55,86.0,1.75,28.0,21.3,170,152.0,69,0.65,1.41,5,Male,HIIT,Intermediate,500.0,1,0.14662883733817708,-0.5861983603505355
55,88.3,1.79,27.6,30.8,166,131.0,75,0.78,1.06,2,Male,Strength,Beginner,315.0,1,-0.7408889970972498,-0.6882511775032144
54,82.1,1.75,26.8,20.8,167,155.0,67,0.44,0.65,2,Male,HIIT,Beginner,278.0,0,-2.309592109217032,-0.0705064752481504
30,82.9,1.82,25.1,25.3,183,153.0,66,1.15,1.75,2,Male,Cardio,Beginner,686.0,2,2.4627186807485364,0.6656502115804454
22,48.0,1.45,22.8,34.2,189,160.0,72,0.5,1.32,3,Female,Cardio,Intermediate,159.0,0,-1.6315317020827165,0.7994392908662312
36,59.6,1.66,21.7,22.9,174,154.0,70,1.11,2.08,2,Male,Cardio,Beginner,497.0,2,2.129498578892741,0.4243351098520694
32,73.2,1.57,29.7,41.5,184,160.0,59,1.22,2.17,6,Female,Cardio,Advanced,706.0,2,3.228004934585005,-0.593587847839218
59,66.1,1.54,27.7,38.8,165,131.0,80,1.17,1.37,2,Female,Yoga,Beginner,245.0,1,0.18042297198411386,-0.8218790345653816
45,58.1,1.62,22.2,37.9,171,138.0,67,0.73,1.45,4,Female,Cardio,Intermediate,252.0,1,-0.5884960543383457,-1.3482681477460692
58,68.3,1.65,25.0,28.2,169,134.0,78,1.19,1.71,5,Female,Strength,Intermediate,485.0,2,1.6451806734135213,-1.2233618295788136
50,72.8,1.75,23.7,25.0,175,168.0,71,0.43,0.73,3,Male,HIIT,Intermediate,302.0,0,-2.142503565787168,0.5910578611360329
48,57.4,1.67,20.5,30.1,171,159.0,76,0.53,0.93,1,Female,HIIT,Beginner,265.0,0,-1.8644356220792335,0.8792802199220776
22,77.9,1.75,25.5,17.2,191,153.0,67,0.8,1.1,4,Male,Strength,Advanced,433.0,0,-0.14457478956993083,0.19650115308810684
20,61.9,1.63,23.2,38.8,205,154.0,55,1.37,2.23,6,Female,Strength,Advanced,619.0,2,3.451861496421116,-0.31128945067626085
19,65.8,1.76,21.2,21.9,205,141.0,68,0.76,1.24,1,Male,Yoga,Beginner,179.0,0,-0.8574400937401387,1.1324236223420494
43,48.2,1.58,19.2,14.4,171,166.0,74,0.35,0.61,3,Male,HIIT,Beginner,158.0,0,-3.0289803096108603,0.6042596254383241
26,54.0,1.69,18.9,28.3,183,177.0,70,0.57,1.24,6,Female,HIIT,Advanced,295.0,0,-1.1671651520125002,0.4299006304120932
60,55.4,1.54,23.4,29.6,159,106.0,60,0.86,0.95,4,Female,Yoga,Intermediate,154.0,1,-1.352483105084111,-3.763269271216565
23,78.5,1.79,24.5,27.1,199,186.0,74,0.58,1.19,2,Male,HIIT,Beginner,403.0,0,-0.7072696119093639,3.025396217791457
58,56.4,1.62,21.5,28.4,165,140.0,68,0.44,0.78,1,Female,Cardio,Beginner,123.0,0,-2.749201679028714,-0.6585183409109471
46,80.4,1.72,27.3,25.2,178,134.0,72,1.13,1.97,3,Male,Strength,Intermediate,469.0,2,1.99997694486751,-0.5546109591025398
22,57.3,1.53,24.6,30.5,205,180.0,71,0.77,1.34,3,Female,Cardio,Intermediate,343.0,0,-0.3520851252905581,2.203986019135497
20,92.7,1.85,27.0,24.6,193,185.0,75,0.68,1.45,5,Male,HIIT,Intermediate,720.0,2,1.052991910039507,2.2125677229937466
35,70.4,1.71,24.1,27.8,188,127.0,74,0.99,1.21,6,Male,Yoga,Advanced,324.0,1,0.12645518428815675,-1.2028317451679496
32,70.9,1.8,21.8,18.3,189,156.0,74,0.61,0.77,5,Male,Strength,Intermediate,256.0,0,-1.73612241579635,0.2987289623641472
31,73.3,1.7,25.2,24.8,182,144.0,80,0.95,1.45,2,Male,Strength,Beginner,320.0,2,0.25212245699516544,0.7404505612315803
40,59.1,1.72,20.0,17.2,188,150.0,69,0.8,1.65,5,Male,Cardio,Intermediate,368.0,2,0.4423702625878421,-0.07476828786778109
23,80.6,1.73,26.8,23.9,186,142.0,87,0.82,1.39,3,Male,Yoga,Beginner,290.0,0,-0.19669967984090198,1.0495565149808233
23,71.9,1.84,21.2,28.4,201,162.0,67,0.25,0.39,2,Male,Cardio,Beginner,90.0,0,-3.659393855193827,1.5534092989082415
47,74.0,1.62,28.3,31.6,171,146.0,71,1.2,1.52,3,Male,Cardio,Beginner,640.0,2,2.021574603612067,-0.2033492844189171
60,64.1,1.65,23.5,33.2,163,144.0,80,0.88,1.51,3,Female,Cardio,Beginner,322.0,1,0.004098120289105382,-0.32664830640968573
29,75.1,1.61,28.8,26.2,180,157.0,75,1.11,2.06,4,Male,Cardio,Intermediate,588.0,2,2.451117774134283,0.4984703345226697
58,60.5,1.72,20.5,26.6,162,137.0,77,1.23,1.82,1,Female,Strength,Beginner,294.0,2,1.1274005409325496,-0.5636567583270191
32,60.8,1.65,22.2,27.0,182,149.0,75,1.31,1.99,5,Female,Strength,Intermediate,491.0,2,2.3532235048150096,-0.2789968219513312
32,70.3,1.64,26.2,24.4,168,145.0,58,0.74,0.97,3,Male,Cardio,Intermediate,371.0,1,-0.7909381830445261,-1.3909211739226492
21,74.1,1.59,29.2,33.3,191,161.0,80,0.94,1.42,5,Female,Cardio,Intermediate,549.0,2,0.9048000436215156,1.0467803914538754
36,80.6,1.61,31.1,31.5,179,154.0,70,1.18,1.32,3,Male,Cardio,Intermediate,683.0,2,1.830282609988434,0.18797404443697832
39,70.3,1.68,25.0,14.8,186,141.0,75,0.8,1.21,4,Male,Strength,Advanced,364.0,1,-0.21466690792376777,-0.08154267887120681
46,79.5,1.58,31.8,27.8,179,158.0,59,1.3,1.48,4,Female,Cardio,Intermediate,742.0,2,2.437597894611167,-0.5597913262907057
24,66.5,1.68,23.7,32.0,186,168.0,76,0.58,1.57,1,Female,HIIT,Beginner,283.0,0,-0.681758351443146,1.990460943215267
26,89.5,1.76,29.0,33.1,186,156.0,67,0.42,1.28,4,Female,Cardio,Intermediate,251.0,0,-1.5089149605081134,0.16585093473147958
36,59.9,1.68,21.2,26.1,181,149.0,74,1.07,1.76,3,Male,Cardio,Intermediate,447.0,2,1.42269507138616,0.22407158662659818
20,63.4,1.55,26.4,26.7,204,157.0,76,0.61,0.66,2,Female,Strength,Beginner,199.0,0,-2.166224069323699,1.8348793321925412
24,48.8,1.67,17.5,16.3,185,148.0,77,1.09,1.67,1,Male,Strength,Beginner,289.0,2,0.7633052999157044,0.9933999172300603
45,62.7,1.75,20.5,21.7,172,144.0,68,1.15,2.31,3,Male,Cardio,Beginner,472.0,2,2.513311160850478,-0.3803924931145061
59,87.1,1.81,26.6,27.5,159,144.0,70,1.22,2.04,5,Male,Cardio,Intermediate,778.5,2,3.317830205508222,-1.2830471056771935
42,56.1,1.68,19.8,15.8,168,118.0,70,0.8,1.3,4,Female,Yoga,Intermediate,113.0,1,-1.1142855864584051,-2.295793945308274
24,85.1,1.79,26.4,27.1,193,163.0,77,0.59,0.99,2,Male,Cardio,Beginner,298.0,0,-1.3137399751027588,1.9034827710857918
60,79.7,1.68,28.2,22.7,168,135.0,74,0.85,1.08,6,Female,Strength,Advanced,427.0,1,-0.2330092064864373,-1.6694629180854117
40,60.1,1.62,22.9,31.4,189,154.0,69,0.66,1.07,7,Female,Strength,Advanced,254.0,1,-1.2503883743160433,-0.5951185379771257
48,53.1,1.59,21.1,37.3,182,159.0,67,0.45,0.44,1,Female,Cardio,Beginner,118.0,0,-3.2561020223205777,0.6568402257085136
26,59.3,1.61,23.0,39.0,205,153.0,68,0.6,1.59,5,Female,Strength,Advanced,217.0,0,-0.6537760381481534,0.5724801279501777
